claim_id,category,exact_claim,source_url,source_quote_max_15_words,verdict,discrepancy,severity
thermo-fisher-monitor-product-page-updated-cdfaeffb9481,Signal card,Thermo Fisher updated Tsq Certis Triple Quadripole Ms.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/triple-quadrupole-lc-ms/tsq-certis-triple-quadripole-ms.html,TSQ Certis Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
sec-sciex-0001193125-26-255555,Signal card,SCIEX filed 8-K,https://www.sec.gov/Archives/edgar/data/313616/000119312526255555/d63873d8k.htm,DANAHER CORP /DE/,Contradicted,"The SEC filing identifies DANAHER CORP /DE/, not SCIEX.",Critical
thermo-fisher-monitor-product-page-updated-bd169a255fd1,Signal card,Thermo Fisher updated Orbitrap Tribrid Apex Mass Spectrometer.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-tribrid-mass-spectrometers/orbitrap-tribrid-apex-mass-spectrometer.html,Orbitrap Tribrid Apex Mass Spectrometers | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-09b041f24af6,Signal card,Thermo Fisher updated Orbitrap Eclipse Tribrid Mass Spectrometer.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-tribrid-mass-spectrometers/orbitrap-eclipse-tribrid-mass-spectrometer.html,Orbitrap Eclipse Tribrid Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-9b0efa50a4a2,Signal card,Thermo Fisher updated Orbitrap Excedion Pro Ms.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-excedion-pro-mass-spectrometer/orbitrap-excedion-pro-ms.html,Orbitrap Excedion Pro Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
sec-perkinelmer-0000031791-26-000019,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179126000019/revv-20260405.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-26-000127,Signal card,SCIEX filed 8-K,https://www.sec.gov/Archives/edgar/data/313616/000031361626000127/dhr-20260505.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-26-000016,Signal card,PerkinElmer filed 8-K,https://www.sec.gov/Archives/edgar/data/31791/000003179126000016/pki-20260505.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-perkinelmer-0001193125-26-201401,Signal card,PerkinElmer filed 8-K,https://www.sec.gov/Archives/edgar/data/31791/000119312526201401/d146870d8k.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0001193125-26-191608,Signal card,SCIEX filed 8-K,https://www.sec.gov/Archives/edgar/data/313616/000119312526191608/d107133d8k.htm,DANAHER CORP /DE/,Contradicted,"The SEC filing identifies DANAHER CORP /DE/, not SCIEX.",Critical
thermo-fisher-monitor-product-page-updated-175929474b04,Signal card,Thermo Fisher updated Q Exactive Orbitrap Mass Spectrometers.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/q-exactive-orbitrap-mass-spectrometers.html,Q Exactive Orbitrap Mass Spectrometers | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
sec-sciex-0000313616-26-000107,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361626000107/dhr-20260327.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-sciex-0000313616-26-000062,Signal card,SCIEX filed 10-K,https://www.sec.gov/Archives/edgar/data/313616/000031361626000062/dhr-20251231.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-26-000012,Signal card,PerkinElmer filed 10-K,https://www.sec.gov/Archives/edgar/data/31791/000003179126000012/revv-20251228.htm,"REVVITY, INC.",Contradicted,"The SEC filing identifies REVVITY, INC., not PerkinElmer.",Critical
sec-perkinelmer-0000031791-26-000007,Signal card,PerkinElmer filed 8-K,https://www.sec.gov/Archives/edgar/data/31791/000003179126000007/pki-20260202.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-perkinelmer-0000031791-26-000003,Signal card,PerkinElmer filed 8-K,https://www.sec.gov/Archives/edgar/data/31791/000003179126000003/pki-20260112.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-perkinelmer-0000031791-25-000037,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179125000037/revv-20250928.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-25-000182,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361625000182/dhr-20250926.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-25-000026,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179125000026/revv-20250629.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-25-000153,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361625000153/dhr-20250627.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-25-000015,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179125000015/revv-20250330.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-25-000088,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361625000088/dhr-20250328.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-25-000009,Signal card,PerkinElmer filed 10-K,https://www.sec.gov/Archives/edgar/data/31791/000003179125000009/revv-20241229.htm,"REVVITY, INC.",Contradicted,"The SEC filing identifies REVVITY, INC., not PerkinElmer.",Critical
sec-sciex-0000313616-25-000043,Signal card,SCIEX filed 10-K,https://www.sec.gov/Archives/edgar/data/313616/000031361625000043/dhr-20241231.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-24-000028,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179124000028/pki-20240929.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-24-000220,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361624000220/dhr-20240927.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-24-000021,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179124000021/pki-20240630.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-24-000186,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361624000186/dhr-20240628.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-24-000014,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179124000014/pki-20240331.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-24-000102,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361624000102/dhr-20240329.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-24-000004,Signal card,PerkinElmer filed 10-K,https://www.sec.gov/Archives/edgar/data/31791/000003179124000004/pki-20231231.htm,"REVVITY, INC.",Contradicted,"The SEC filing identifies REVVITY, INC., not PerkinElmer.",Critical
sec-sciex-0000313616-24-000052,Signal card,SCIEX filed 10-K,https://www.sec.gov/Archives/edgar/data/313616/000031361624000052/dhr-20231231.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-23-000014,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179123000014/pki-20231001.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
sec-sciex-0000313616-23-000256,Signal card,SCIEX filed 10-Q,https://www.sec.gov/Archives/edgar/data/313616/000031361623000256/dhr-20230929.htm,DANAHER CORPORATION,Contradicted,"The SEC filing identifies DANAHER CORPORATION, not SCIEX.",Critical
sec-perkinelmer-0000031791-23-000011,Signal card,PerkinElmer filed 10-Q,https://www.sec.gov/Archives/edgar/data/31791/000003179123000011/pki-20230702.htm,"Revvity, Inc.",Contradicted,"The SEC filing identifies Revvity, Inc., not PerkinElmer.",Critical
revvity-software-ai-life-sciences-2026,Filing insight,PerkinElmer-related life-science software and AI signals are rising,https://www.sec.gov/Archives/edgar/data/31791/000003179126000019/revv-20260405.htm,"Revvity, Inc.",Contradicted,The filing is Revvity's; the cited filing does not support the PerkinElmer attribution or the asserted AI/platform/analytics trend.,Critical
corporate-move-5,Corporate move,PerkinElmer Acquisition: Advanced Chemistry Development Inc. (ACD/Labs) on 2026-01-01; $72 million cash plus up to $8 million contingent consideration; Completed.,https://www.sec.gov/Archives/edgar/data/31791/000003179126000019/revv-20260405.htm,"Revvity, Inc.",Contradicted,Revvity—not the current PerkinElmer instruments company—made the acquisition.,Critical
catalog-agilent-newsroom,Source health,Agilent newsroom: health good; status monitored.,https://www.agilent.com/about/newsroom/presrel.html,Access Denied,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-pubmed,Source health,PubMed E-utilities: health good; status 200.,https://pubmed.ncbi.nlm.nih.gov/,403,Contradicted,"The card says health=good/status=200, but the audit fetch classified the URL Broken.",Major
catalog-conferences,Source health,Waters Next Gen LC conference source map: health manual; status source_map_created.,none,,Unsupported/Hallucinated,"The card cites a local app data file, not a primary source.",Major
catalog-trade-publications,Source health,"LCGC, BioPharma International, Separation Science, LabRoots, Lab Manager, Pharmaceutical Online, The Analytical Scientist, European Pharmaceutical Review, American Pharmaceutical Review: health manual; status source_map_created. Outlet-level homepage links and PM use cases are mapped. Automated ingestion still requires RSS/search validation and terms/access review.",none,,Unsupported/Hallucinated,"The card cites a local app data file, not a primary source.",Major
catalog-customer-voice,Source health,"SelectScience, Chromatography Forum, LabWrench, Waters support, Reddit, and public lab communities: health manual; status source_map_created. Public source map and directional signal starter are available. Forum, Reddit, ResearchGate, and LinkedIn ingestion still require approved access, terms review, and careful handling of user-generated content.",none,,Unsupported/Hallucinated,"The card cites a local app data file, not a primary source.",Major
catalog-journal-analytical-chemistry-acs,Source health,Analytical Chemistry: health good; status monitored.,https://pubs.acs.org/journal/ancham,Just a moment...,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-journal-journal-of-chromatography-a,Source health,Journal of Chromatography A: health good; status monitored.,https://www.sciencedirect.com/journal/journal-of-chromatography-a,ScienceDirect,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-journal-journal-of-chromatography-b,Source health,Journal of Chromatography B: health good; status monitored.,https://www.sciencedirect.com/journal/journal-of-chromatography-b,ScienceDirect,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-journal-jasms,Source health,Journal of the American Society for Mass Spectrometry (JASMS): health good; status monitored.,https://pubs.acs.org/journal/jamsef,Just a moment...,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-journal-journal-pharmaceutical-biomedical-analysis,Source health,Journal of Pharmaceutical and Biomedical Analysis: health good; status monitored.,https://www.sciencedirect.com/journal/journal-of-pharmaceutical-and-biomedical-analysis,ScienceDirect,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
catalog-journal-talanta,Source health,Talanta: health good; status monitored.,https://www.sciencedirect.com/journal/talanta,ScienceDirect,Contradicted,"The card says health=good/status=monitored, but the audit fetch classified the URL Broken.",Major
runtime-thermo-news,Source health,Thermo Fisher Investor relations news: HTTP 403; status check_needed; title Just a moment....,https://ir.thermofisher.com/investors/news-events/news/default.aspx,"Thermo Fisher Scientific Inc. - Investors - News, Events &amp; Presentations - News",Contradicted,Stored HTTP/status fields disagree with each other or with the audit fetch (OK).,Major
runtime-agilent-news,Source health,Agilent Press releases: HTTP 403; status live; title Access Denied.,https://www.agilent.com/about/newsroom/presrel.html,Access Denied,Contradicted,Stored HTTP/status fields disagree with each other or with the audit fetch (Broken).,Major
runtime-pubmed,Source health,All Scientific publications: HTTP 200; status live; title PubMed Twitter Facebook LinkedIn GitHub Twitter SM-Facebook SM-Youtube.,https://pubmed.ncbi.nlm.nih.gov/,403,Contradicted,Stored HTTP/status fields disagree with each other or with the audit fetch (Broken).,Major
runtime-sec,Source health,Public-company parents Investor relations / SEC filings: HTTP 200; status live; title SEC.gov | EDGAR Full Text Search.,https://www.sec.gov/edgar/search/,SEC.gov | Request Rate Threshold Exceeded,Contradicted,Stored HTTP/status fields disagree with each other or with the audit fetch (Broken).,Major
